Mod:Item:MetaData, Localized Name
EnderIO:item.stellar_leggings, Stellar Leggings
EnderIO:item.stellar_boots, Stellar Boots
EnderIO:item.stellar_sword, The Ender MKIV
EnderIO:item.stellar_pickaxe, Stellar Pick
EnderIO:item.stellar_axe, Stellar Axe
EnderIO:itemMagnet:0, Electromagnet
EnderIO:itemMagnet:16, Electromagnet
EnderZoo:enderZooIcon, EnderZoo Icon
EnderZoo:itemSpawnEggEnderZoo:0, Spawn Enderminy
EnderZoo:itemSpawnEggEnderZoo:1, Spawn Concussion Creeper
EnderZoo:itemSpawnEggEnderZoo:2, Spawn Fallen Knight
EnderZoo:itemSpawnEggEnderZoo:3, Spawn Fallen Steed
EnderZoo:itemSpawnEggEnderZoo:4, Spawn Wither Witch
EnderZoo:itemSpawnEggEnderZoo:5, Spawn Wither Cat
EnderZoo:itemSpawnEggEnderZoo:6, Spawn Dire Wolf
EnderZoo:itemSpawnEggEnderZoo:7, Spawn Khndrel Keght
EnderZoo:witheringDust, Withering Dust
EnderZoo:confusingDust, Confusing Powder
EnderZoo:enderFragment, Ender Fragment
EnderZoo:guardiansBow, Guardians Bow
HardcoreEnderExpansion:silverfish_blood, Silverfish Blood
HardcoreEnderExpansion:exp_bottle_consistent, Bottle o' Enchanting
HardcoreEnderExpansion:altar_nexus, Altar Nexus
HardcoreEnderExpansion:fire_shard, Infernium
HardcoreEnderExpansion:item_special_effects, Number
HardcoreEnderExpansion:essence:0, Dragon Essence
HardcoreEnderExpansion:essence:1, Fiery Essence
HardcoreEnderExpansion:essence:2, Spectral Essence
HardcoreEnderExpansion:energy_wand, Energy Wand
HardcoreEnderExpansion:music_disk:0, Music Disc
HardcoreEnderExpansion:music_disk:1, Music Disc
HardcoreEnderExpansion:music_disk:2, Music Disc
HardcoreEnderExpansion:music_disk:3, Music Disc
HardcoreEnderExpansion:music_disk:4, Music Disc
HardcoreEnderExpansion:music_disk:5, Music Disc
HardcoreEnderExpansion:music_disk:6, Music Disc
HardcoreEnderExpansion:music_disk:7, Music Disc
HardcoreEnderExpansion:music_disk:8, Music Disc
HardcoreEnderExpansion:music_disk:9, Music Disc
HardcoreEnderExpansion:rune:0, Rune of Power
HardcoreEnderExpansion:rune:1, Rune of Agility
HardcoreEnderExpansion:rune:2, Rune of Vigor
HardcoreEnderExpansion:rune:3, Rune of Defense
HardcoreEnderExpansion:rune:4, Rune of Magic
HardcoreEnderExpansion:rune:5, Rune of Void
HardcoreEnderExpansion:ghost_amulet:0, Ghost Amulet (Impure)
HardcoreEnderExpansion:ghost_amulet:1, Ghost Amulet
HardcoreEnderExpansion:arcane_shard, Arcane Shard
HardcoreEnderExpansion:curse_amulet, Curse Amulet
HardcoreEnderExpansion:igneous_rock, Igneous Rock
HardcoreEnderExpansion:infestation_remedy, Infestation Remedy
HardcoreEnderExpansion:spatial_dash_gem, Spatial Dash Gem
HardcoreEnderExpansion:enhanced_brewing_stand, Enhanced Brewing Stand
HardcoreEnderExpansion:adventurers_diary, Adventurer's Diary
HardcoreEnderExpansion:blank_gem, Blank Gem
HardcoreEnderExpansion:biome_compass, Biome Compass
HardcoreEnderExpansion:energy_wand_core, Energy Wand Core
HardcoreEnderExpansion:dry_splinter, Dry Splinter
HardcoreEnderExpansion:enderman_head, Enderman Head
HardcoreEnderExpansion:knowledge_note:0, Knowledge Note
HardcoreEnderExpansion:end_powder, End Powder
HardcoreEnderExpansion:obsidian_fragment, Obsidian Fragment
HardcoreEnderExpansion:obsidian_rod, Obsidian Rod
HardcoreEnderExpansion:bucket_ender_goo, Ender Goo Bucket
HardcoreEnderExpansion:temple_caller, Temple Caller
HardcoreEnderExpansion:potion_of_instability, Potion of Instability
HardcoreEnderExpansion:schorching_pickaxe, Scorching Pickaxe
HardcoreEnderExpansion:endium_ingot, Endium Ingot
HardcoreEnderExpansion:spectral_tear, Spectral Tear
HardcoreEnderExpansion:potion_of_purity, Potion of Purity
HardcoreEnderExpansion:enhanced_ender_pearl, Ender Pearl
HardcoreEnderExpansion:charm_pouch, Charm Pouch
HardcoreEnderExpansion:stardust, Stardust
HardcoreEnderExpansion:charm:0, Charm of Power
HardcoreEnderExpansion:charm:1, Charm of Power
HardcoreEnderExpansion:charm:2, Charm of Power
HardcoreEnderExpansion:charm:3, Charm of Agility
HardcoreEnderExpansion:charm:4, Charm of Agility
HardcoreEnderExpansion:charm:5, Charm of Agility
HardcoreEnderExpansion:charm:6, Charm of Vigor
HardcoreEnderExpansion:charm:7, Charm of Vigor
HardcoreEnderExpansion:charm:8, Charm of Vigor
HardcoreEnderExpansion:charm:9, Charm of Defense
HardcoreEnderExpansion:charm:10, Charm of Defense
HardcoreEnderExpansion:charm:11, Charm of Defense
HardcoreEnderExpansion:charm:12, Charm of Magic
HardcoreEnderExpansion:charm:13, Charm of Magic
HardcoreEnderExpansion:charm:14, Charm of Magic
HardcoreEnderExpansion:charm:18, Charm of Equality
HardcoreEnderExpansion:charm:19, Charm of Blocking
HardcoreEnderExpansion:charm:20, Charm of Blocking
HardcoreEnderExpansion:charm:21, Charm of Blocking
HardcoreEnderExpansion:charm:22, Charm of Blocking Reflection
HardcoreEnderExpansion:charm:23, Charm of Blocking Reflection
HardcoreEnderExpansion:charm:24, Charm of Blocking Reflection
HardcoreEnderExpansion:charm:71, Charm of Blocking Repulsion
HardcoreEnderExpansion:charm:72, Charm of Blocking Repulsion
HardcoreEnderExpansion:charm:73, Charm of Blocking Repulsion
HardcoreEnderExpansion:charm:25, Charm of Digestive Recover
HardcoreEnderExpansion:charm:26, Charm of Digestive Recover
HardcoreEnderExpansion:charm:27, Charm of Digestive Recover
HardcoreEnderExpansion:charm:28, Charm of Life Steal
HardcoreEnderExpansion:charm:30, Charm of Life Steal
HardcoreEnderExpansion:charm:31, Charm of Damage Redirection
HardcoreEnderExpansion:charm:32, Charm of Damage Redirection
HardcoreEnderExpansion:charm:33, Charm of Damage Redirection
HardcoreEnderExpansion:charm:34, Charm of Damage Redirection
HardcoreEnderExpansion:charm:35, Charm of Damage Redirection
HardcoreEnderExpansion:charm:36, Charm of Damage Redirection
HardcoreEnderExpansion:charm:37, Charm of Magic Penetration
HardcoreEnderExpansion:charm:38, Charm of Magic Penetration
HardcoreEnderExpansion:charm:39, Charm of Magic Penetration
HardcoreEnderExpansion:charm:40, Charm of Magic Penetration
HardcoreEnderExpansion:charm:41, Charm of Magic Penetration
HardcoreEnderExpansion:charm:42, Charm of Magic Penetration
HardcoreEnderExpansion:charm:43, Charm of Magic Penetration
HardcoreEnderExpansion:charm:45, Charm of Witchery Harm
HardcoreEnderExpansion:charm:46, Charm of Witchery Harm
HardcoreEnderExpansion:charm:65, Charm of Witchery Harm
HardcoreEnderExpansion:charm:74, Charm of Magic Defense
HardcoreEnderExpansion:charm:75, Charm of Magic Defense
HardcoreEnderExpansion:charm:76, Charm of Magic Defense
HardcoreEnderExpansion:charm:49, Charm of Falling Protection
HardcoreEnderExpansion:charm:50, Charm of Falling Protection
HardcoreEnderExpansion:charm:51, Charm of Haste
HardcoreEnderExpansion:charm:52, Charm of Haste
HardcoreEnderExpansion:charm:53, Charm of Haste
HardcoreEnderExpansion:charm:54, Charm of Critical Strike
HardcoreEnderExpansion:charm:55, Charm of Critical Strike
HardcoreEnderExpansion:charm:56, Charm of Critical Strike
HardcoreEnderExpansion:charm:57, Charm of Critical Strike
HardcoreEnderExpansion:charm:58, Charm of Critical Strike
HardcoreEnderExpansion:charm:59, Charm of Critical Strike
HardcoreEnderExpansion:charm:60, Charm of Second Durability
HardcoreEnderExpansion:charm:61, Charm of Second Durability
HardcoreEnderExpansion:charm:62, Charm of Second Durability
HardcoreEnderExpansion:charm:63, Charm of Second Durability
HardcoreEnderExpansion:charm:64, Charm of Second Durability
HardcoreEnderExpansion:charm:17, Charm of Slaughter Impact
HardcoreEnderExpansion:charm:66, Charm of Slaughter Impact
HardcoreEnderExpansion:charm:67, Charm of Slaughter Impact
HardcoreEnderExpansion:charm:68, Charm of Slaughter Impact
HardcoreEnderExpansion:charm:69, Charm of Slaughter Impact
HardcoreEnderExpansion:charm:70, Charm of Slaughter Impact
HardcoreEnderExpansion:charm:77, Charm of Last Resort
HardcoreEnderExpansion:charm:78, Charm of Last Resort
HardcoreEnderExpansion:charm:79, Charm of Last Resort
HardcoreEnderExpansion:transference_gem, Transference Gem
HardcoreEnderExpansion:instability_orb, Instability Orb
HardcoreEnderExpansion:spawn_eggs:0, Spawn Angry Enderman
HardcoreEnderExpansion:spawn_eggs:1, Spawn Baby Enderman
HardcoreEnderExpansion:spawn_eggs:2, Spawn Ender Guardian
HardcoreEnderExpansion:spawn_eggs:3, Spawn Vampire Bat
HardcoreEnderExpansion:spawn_eggs:4, Spawn Infested Bat
HardcoreEnderExpansion:spawn_eggs:5, Spawn Fire Golem
HardcoreEnderExpansion:spawn_eggs:6, Spawn Scorching Lens
HardcoreEnderExpansion:spawn_eggs:7, Spawn Ender Eye
HardcoreEnderExpansion:spawn_eggs:8, Spawn Fire Fiend
HardcoreEnderExpansion:spawn_eggs:9, Spawn Ender Demon
HardcoreEnderExpansion:spawn_eggs:10, Spawn Paralyzed Enderman
HardcoreEnderExpansion:spawn_eggs:11, Spawn Louse
HardcoreEnderExpansion:spawn_eggs:12, Spawn Haunted Miner
HardcoreEnderExpansion:spawn_eggs:13, Spawn Homeland Enderman
HardcoreEnderExpansion:spawn_eggs:14, Spawn Endermage
HardcoreEnderExpansion:curse:0, Curse of Teleportation
HardcoreEnderExpansion:curse:256, Curse of Teleportation
HardcoreEnderExpansion:curse:1, Curse of Confusion
HardcoreEnderExpansion:curse:257, Curse of Confusion
HardcoreEnderExpansion:curse:2, Curse of Tranquility
HardcoreEnderExpansion:curse:258, Curse of Tranquility
HardcoreEnderExpansion:curse:3, Curse of Slowness
HardcoreEnderExpansion:curse:259, Curse of Slowness
HardcoreEnderExpansion:curse:4, Curse of Weakness
HardcoreEnderExpansion:curse:260, Curse of Weakness
HardcoreEnderExpansion:curse:5, Curse of Blindness
HardcoreEnderExpansion:curse:261, Curse of Blindness
HardcoreEnderExpansion:curse:6, Curse of Death
HardcoreEnderExpansion:curse:262, Curse of Death
HardcoreEnderExpansion:curse:7, Curse of Decay
HardcoreEnderExpansion:curse:263, Curse of Decay
HardcoreEnderExpansion:curse:8, Curse of Vampire
HardcoreEnderExpansion:curse:264, Curse of Vampire
HardcoreEnderExpansion:curse:9, Curse of Rebound
HardcoreEnderExpansion:curse:265, Curse of Rebound
HardcoreEnderExpansion:curse:10, Curse of Loss
HardcoreEnderExpansion:curse:266, Curse of Loss
HardcoreEnderExpansion:auricion, Auricion
HardcoreEnderExpansion:endoplasm, Ectoplasm
HardcoreEnderExpansion:living_matter, Living Matter
ExtraUtilities:glove, Glove
ExtraUtilities:heatingElement, Heating Coil
ExtraUtilities:mini-soul:0, Soul fragment
ExtraUtilities:mini-soul:3, Soul fragment
ExtraUtilities:angelRing:0, Angel Ring
ExtraUtilities:angelRing:1, Angel Ring
ExtraUtilities:angelRing:2, Angel Ring
ExtraUtilities:angelRing:3, Angel Ring
ExtraUtilities:angelRing:4, Angel Ring
ExtraUtilities:paintbrush:0, Paintbrush
ExtraUtilities:nodeUpgrade:0, Speed Upgrade
ExtraUtilities:nodeUpgrade:1, Item Filter
ExtraUtilities:nodeUpgrade:2, World Interaction Upgrade
ExtraUtilities:nodeUpgrade:3, Stack Upgrade
ExtraUtilities:nodeUpgrade:4, Creative Upgrade
ExtraUtilities:nodeUpgrade:5, Ender Transmitter
ExtraUtilities:nodeUpgrade:6, Ender Receiver
ExtraUtilities:nodeUpgrade:7, Depth-First Search Upgrade
ExtraUtilities:nodeUpgrade:8, Breadth-First Search Upgrade
ExtraUtilities:nodeUpgrade:9, Pseudo Round Robin Upgrade
ExtraUtilities:nodeUpgrade:10, Advanced Item Filter
ExtraUtilities:lawSword, Kikoku
ExtraUtilities:golden_lasso:0, Golden Lasso
ExtraUtilities:divisionSigil, Division Sigil
ExtraUtilities:unstableingot:0, Unstable Ingot
ExtraUtilities:unstableingot:1, Semi-stable Nugget
ExtraUtilities:unstableingot:2, Mobius "Unstable/Stable" Ingot
ExtraUtilities:builderswand, Builder's Wand
ExtraUtilities:shears, Precision Shears
ExtraUtilities:creativebuilderswand, Super Builder's Wand
ExtraUtilities:ethericsword, Etheric Sword
ExtraUtilities:erosionShovel, Erosion Shovel
ExtraUtilities:destructionpickaxe, Destruction Pickaxe
ExtraUtilities:defoliageAxe, Healing Axe
ExtraUtilities:temporalHoe, Reversing Hoe
ExtraUtilities:sonar_goggles, Sonar Goggles
ExtraUtilities:watering_can, Watering Can
ExtraUtilities:scanner, Portable Scanner
ExtraUtilities:golden_bag, Golden Bag of Holding
ExtraUtilities:bedrockiumIngot, Bedrockium Ingot
ImmersiveEngineering:metal:0, Copper Ingot
ImmersiveEngineering:metal:1, Aluminium Ingot
ImmersiveEngineering:metal:2, Lead Ingot
ImmersiveEngineering:metal:3, Silver Ingot
ImmersiveEngineering:metal:4, Nickel Ingot
ImmersiveEngineering:metal:5, Constantan Ingot
ImmersiveEngineering:metal:6, Electrum Ingot
ImmersiveEngineering:metal:7, Steel Ingot
ImmersiveEngineering:metal:8, Iron Grit
ImmersiveEngineering:metal:9, Gold Grit
ImmersiveEngineering:metal:10, Copper Grit
ImmersiveEngineering:metal:11, Aluminium Grit
ImmersiveEngineering:metal:12, Lead Grit
ImmersiveEngineering:metal:13, Silver Grit
ImmersiveEngineering:metal:14, Nickel Grit
ImmersiveEngineering:metal:15, Constantan Grit
ImmersiveEngineering:metal:16, Electrum Grit
ImmersiveEngineering:metal:17, Coke Dust
ImmersiveEngineering:metal:18, Quartz Dust
ImmersiveEngineering:metal:19, HOP Graphite Dust
ImmersiveEngineering:metal:20, HOP Graphite Ingot
ImmersiveEngineering:metal:21, Iron Nugget
ImmersiveEngineering:metal:22, Copper Nugget
ImmersiveEngineering:metal:23, Aluminium Nugget
ImmersiveEngineering:metal:24, Lead Nugget
ImmersiveEngineering:metal:25, Silver Nugget
ImmersiveEngineering:metal:26, Nickel Nugget
ImmersiveEngineering:metal:27, Constantan Nugget
ImmersiveEngineering:metal:28, Electrum Nugget
ImmersiveEngineering:metal:29, Steel Nugget
ImmersiveEngineering:metal:30, Iron Plate
ImmersiveEngineering:metal:32, Aluminium Plate
ImmersiveEngineering:metal:33, Lead Plate
ImmersiveEngineering:metal:36, Constantan Plate
ImmersiveEngineering:metal:38, Steel Plate
ImmersiveEngineering:material:0, Treated Stick
ImmersiveEngineering:material:1, Waterwheel Segment
ImmersiveEngineering:material:2, Windmill Blade
ImmersiveEngineering:material:3, Industrial Hemp Fiber
ImmersiveEngineering:material:4, Tough Fabric
ImmersiveEngineering:material:5, Improved Windmill Blade
ImmersiveEngineering:material:6, Coal Coke
ImmersiveEngineering:material:7, Revolver Barrel
ImmersiveEngineering:material:8, Revolver Drum
ImmersiveEngineering:material:9, Wooden Grip
ImmersiveEngineering:material:10, Revolver Hammer
ImmersiveEngineering:material:11, Iron Mechanical Component
ImmersiveEngineering:material:12, Steel Mechanical Component
ImmersiveEngineering:material:13, Slag
ImmersiveEngineering:material:14, Iron Rod
ImmersiveEngineering:material:15, Steel Rod
ImmersiveEngineering:material:16, Aluminium Rod
ImmersiveEngineering:seed:0, Industrial Hemp Seeds
ImmersiveEngineering:coil:0, LV Wire Coil
ImmersiveEngineering:coil:1, MV Wire Coil
ImmersiveEngineering:coil:2, HV Wire Coil
ImmersiveEngineering:coil:3, Hemp Rope Coil
ImmersiveEngineering:coil:4, Steel Cable Coil
ImmersiveEngineering:tool:0, Engineer's Hammer
ImmersiveEngineering:tool:1, Engineer's Wire Cutters
ImmersiveEngineering:tool:2, Engineer's Voltmeter
ImmersiveEngineering:tool:3, Engineer's Manual
ImmersiveEngineering:toolbox, Engineer's Toolbox
ImmersiveEngineering:revolver:0, Revolver
ImmersiveEngineering:revolver:1, Revolver Speedloader
ImmersiveEngineering:bullet:0, Empty Casing
ImmersiveEngineering:bullet:1, Empty Shell
ImmersiveEngineering:bullet:2, Casull Cartridge
ImmersiveEngineering:bullet:3, Armor-Piercing Cartridge
ImmersiveEngineering:bullet:4, Buckshot Cartridge
ImmersiveEngineering:bullet:5, High-Explosive Cartridge
ImmersiveEngineering:bullet:6, Dragon's Breath Cartridge
ImmersiveEngineering:bullet:7, Homing Cartridge
ImmersiveEngineering:bullet:8, Wolfpack Cartridge
ImmersiveEngineering:bullet:9, Silver Cartridge
ImmersiveEngineering:bullet:10, Phial Cartridge
ImmersiveEngineering:fluidContainers:0, Bottle of Creosote Oil
ImmersiveEngineering:fluidContainers:1, Bucket of Creosote Oil
ImmersiveEngineering:fluidContainers:2, Bottle of Plant Oil
ImmersiveEngineering:fluidContainers:3, Bucket of Plant Oil
ImmersiveEngineering:fluidContainers:4, Bottle of Ethanol
ImmersiveEngineering:fluidContainers:5, Bucket of Ethanol
ImmersiveEngineering:fluidContainers:6, Bottle of Biodiesel
ImmersiveEngineering:fluidContainers:7, Bucket of Biodiesel
ImmersiveEngineering:drill:0, Mining Drill
ImmersiveEngineering:drillhead:0, Steel Drill Head
ImmersiveEngineering:drillhead:1, Iron Drill Head
ImmersiveEngineering:toolupgrade:0, Pressurized Air Tank
ImmersiveEngineering:toolupgrade:1, Advanced Lubrication System
ImmersiveEngineering:toolupgrade:2, Additional Augers
ImmersiveEngineering:toolupgrade:3, Large Tank
ImmersiveEngineering:toolupgrade:4, Bayonet
ImmersiveEngineering:toolupgrade:5, Extended Magazine
ImmersiveEngineering:toolupgrade:6, Amplifier Electron Tubes
ImmersiveEngineering:toolupgrade:7, Focused Nozzle
ImmersiveEngineering:toolupgrade:8, Precision Scope
ImmersiveEngineering:toolupgrade:9, Additional Capacitors
ImmersiveEngineering:skyhook, Engineer's Skyhook
ImmersiveEngineering:blueprint, Engineer's Blueprint
ImmersiveEngineering:graphiteElectrode, Graphite Electrode
ImmersiveEngineering:shader, Shader
ImmersiveEngineering:shaderBag, Shader Grabbag
ImmersiveEngineering:jerrycan, Jerrycan
ImmersiveEngineering:chemthrower, Chemical Thrower
ImmersiveEngineering:railgun, Railgun
ImmersiveEngineering:mold:0, Metal Press Mold: Plate
ImmersiveEngineering:mold:2, Metal Press Mold: Rod
Mantle:mantleBook:0, Mantle:item.mantle.manual.beginner.name
Mantle:mantleBook:1, Mantle:item.mantle.manual.toolstation.name
Mantle:mantleBook:2, Mantle:item.mantle.manual.smeltery.name
Mantle:mantleBook:3, Mantle:item.mantle.manual.diary.name
TConstruct:goldHead:0, Golden Head
TConstruct:strangeFood:0, Gelatinous Slime
TConstruct:strangeFood:1, Coagulated Blood
TConstruct:strangeFood:2, Bacon
TConstruct:oreBerries:0, Iron Oreberry
TConstruct:oreBerries:1, Gold Oreberry
TConstruct:oreBerries:2, Copper Oreberry
TConstruct:oreBerries:3, Tin Oreberry
TConstruct:oreBerries:4, Aluminum Oreberry
TConstruct:oreBerries:5, Concentrated Essence Berry
TConstruct:titleIcon:0, Spawn Blue Slime
TConstruct:titleIcon:1, Spawn King Slime
TConstruct:blankPattern:0, Blank Pattern
TConstruct:blankPattern:1, Blank Cast
TConstruct:blankPattern:2, Blank Cast
TConstruct:blankPattern:3, Blank Clay Cast
TConstruct:materials:0, Paper Stack
TConstruct:materials:1, Slime Crystal
TConstruct:materials:2, Seared Brick
TConstruct:materials:3, Cobalt Ingot
TConstruct:materials:4, Ardite Ingot
TConstruct:materials:5, Manyullyn Ingot
TConstruct:materials:6, Ball of Moss
TConstruct:materials:7, Lava Crystal
TConstruct:materials:8, Necrotic Bone
TConstruct:materials:9, Copper Ingot
TConstruct:materials:10, Tin Ingot
TConstruct:materials:11, Aluminum Ingot
TConstruct:materials:12, Raw Aluminum
TConstruct:materials:13, Bronze Ingot
TConstruct:materials:14, Aluminum Brass Ingot
TConstruct:materials:15, Alumite Ingot
TConstruct:materials:16, Steel Ingot
TConstruct:materials:17, Slime Crystal
TConstruct:materials:18, Obsidian Ingot
TConstruct:materials:19, Iron Nugget
TConstruct:materials:20, Copper Nugget
TConstruct:materials:21, Tin Nugget
TConstruct:materials:22, Aluminum Nugget
TConstruct:materials:24, Aluminum Brass Nugget
TConstruct:materials:25, Silky Cloth
TConstruct:materials:26, Silky Jewel
TConstruct:materials:27, Obsidian Nugget
TConstruct:materials:28, Cobalt Nugget
TConstruct:materials:29, Ardite Nugget
TConstruct:materials:30, Manyullyn Nugget
TConstruct:materials:31, Bronze Nugget
TConstruct:materials:32, Alumite Nugget
TConstruct:materials:33, Steel Nugget
TConstruct:materials:34, Pig Iron Ingot
TConstruct:materials:35, Pig Iron Platter
TConstruct:materials:36, Ball of Glue
TConstruct:materials:37, Seared Brick
TConstruct:materials:38, Ardite Dust
TConstruct:materials:39, Cobalt Dust
TConstruct:materials:40, Aluminum Dust
TConstruct:materials:41, Manyullyn Dust
TConstruct:materials:42, Aluminum Brass Dust
TConstruct:materials:43, Reinforcement
TConstruct:woodPattern:1, Tool Rod Pattern
TConstruct:woodPattern:2, Pickaxe Head Pattern
TConstruct:woodPattern:3, Shovel Head Pattern
TConstruct:woodPattern:4, Axe Head Pattern
TConstruct:woodPattern:5, Sword Blade Pattern
TConstruct:woodPattern:6, Wide Guard Pattern
TConstruct:woodPattern:7, Hand Guard Pattern
TConstruct:woodPattern:8, Crossbar Pattern
TConstruct:woodPattern:9, Tool Binding Pattern
TConstruct:woodPattern:10, Pan Pattern
TConstruct:woodPattern:11, Wide Board Pattern
TConstruct:woodPattern:12, Knife Blade Pattern
TConstruct:woodPattern:13, Chisel Head Pattern
TConstruct:woodPattern:14, Tough Rod Pattern
TConstruct:woodPattern:15, Tough Binding Pattern
TConstruct:woodPattern:16, Large Plate Pattern
TConstruct:woodPattern:17, Broadaxe Head Pattern
TConstruct:woodPattern:18, Scythe Head Pattern
TConstruct:woodPattern:19, Excavator Head Pattern
